category,subcategory,name,price,veg_status,tags,description,restaurant_name
Unknown Category,,The Original Butter Paneer,556.0,Veg,BESTSELLER,"House special, tandoor cooked paneer tikka in a delectable gravy made with hand crushed vine ripe tomatoes and a bit of butter, the dish is invigorated with a fresh tempering of green chillies and ginger juliennes.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,The Original 1947 Dal Makhani,528.0,Veg,BESTSELLER,"This original recipe by Kundan Lal Jaggi is prepared with overnight simmered black lentils, bit of butter, dry fenugreek leaves and freshly pureed vine ripe tomatoes.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Yellow Dal Double Tadka,397.0,Veg,,"Perfect cooked trio of lentils, ""tempered twice - double tadka"" first with cumin and later finished with dry red chilli and ghee.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Paneer Lababdar,556.0,Veg,BESTSELLER,"Lababdar style is amongst the most robust, ""cottage cheese - paneer"" cooked with onion and capsicum in a thick-creamy-tomato gravy.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Baingan Ka Bharta,397.0,Veg,,"An all time favourite recipe of smokey, charcoal roasted aubergine hash with onions, tomatoes, ginger, fresh coriander and red chilli.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Mixed Vegetables,427.0,Veg,,"An exquisit ""melange - miloni"" of the seasons prime ""vegetables - subz"" cooked in a zesty, mildly spiced sauce.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Butter Paneer Masala,556.0,Veg,,"Our modern day version is prepared with a buttery, creamy, velvety, fine tomato sauce and tandoor cooked paneer tikka.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Aloo Gobhi,397.0,Veg,,Dhaba style dry and spicy preparation of cauliflower and potatoes,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,The Original Egg Makhani,397.0,Non-Veg,,"House special, batter fried boiled egg whites in a delectable gravy made with hand crushed vine ripe tomatoes and a bit of butter, the dish is invigorated with a fresh tempering of green chillies and ginger juliennes.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Egg Curry,397.0,Non-Veg,,"A typical Sunday home lunch dish, perfectly boiled eggs is a light onion-tomato gravy.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Daryaganj Chicken Curry,667.0,Non-Veg,,"This delectable slow cooked curry is prepared with on the bone chicken, onion, tomatoes and whole spices.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Kadhai Chicken,667.0,Non-Veg,,"This ingenious recipe is cooked in the ""Indian wok - kadhai"", with chunks of boneless chicken, bell pepper juliennes, diced tomatoes, crushed coriander seeds and tomato gravy.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Saag Chicken,667.0,Non-Veg,,"A congenial melange of char-grilled chicken and creamy ""spinach puree - saag"" invigorated with a tempering of coriander seeds and slivered garlic.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,The Original 1947 Butter Chicken,667.0,Non-Veg,BESTSELLER,"This original rendition by Kundan Lal Jaggi is prepared with hand crushed vine ripe tomatoes, bit of butter and on the bone (half) tandoori chicken, the dish is invigorated with a fresh tempering of green chillies and ginger juliennes.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Today'S Butter Chicken,667.0,Non-Veg,BESTSELLER,"Our modern day version is prepared with a buttery, creamy, velvetty, fine tomato sauce and tandoori chicken tikka.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Daryaganj Mutton Curry,697.0,Non-Veg,,"This robust and sumptuous slow cooked curry is prepared with choice cuts of on the bone mutton, onion, tomatoes and whole spices.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Mutton Bheja Fry,697.0,Non-Veg,,"An exquisite recipe from the bylanes of Old Delhi, soft, creamy goat brain gently scrambled with ginger-garlic-tomatoes and a hint of garam masala.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Mutton Keema Kaleji,697.0,Non-Veg,,"A rustic dish of coarse ""mutton mince - keema"" and diced fresh ""liver - kaleji"" cooked gently in a robust onion gravy.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Saag Meat,697.0,Non-Veg,,"Slow braised on the bone mutton with creamy ""spinach puree - saag"", garlic and whole spices, tempered with coriander seeds and red chilli.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Chicken Biryani,697.0,Non-Veg,BESTSELLER,"A layered, aromatic, culinary masterpiece created with slow cooked on the bone chicken, basmati rice, saffron, warm spices and fresh mint.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Mutton Yakhni Pulao,797.0,Non-Veg,,"This colloquial recipe is from Peshawar of the erstwhile undivided Punjab, a delish symphony of basmati rice, flavourful mutton broth, choice cuts of mutton, fresh mint and aromatic fried onions.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Steamed Basmati,229.0,Veg,,"Indigenous, aromatic, superior long-grain rice, served steaming hot",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Subz Biryani,587.0,Veg,,"A layered, aromatic specialty, ""slow cooked - dum"" with gently cooked vegetables of the season, basmati rice, saffron, warm spices and fresh mint.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Mutton Biryani,797.0,Non-Veg,,"Our piece de resistance, ""slow cooked - dum"" choice cuts of mutton, basmati rice, saffron, warm spices and fresh mint.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Boondi Raita,157.0,Veg,,Seasoned whipped yoghurt with fried chickpea batter pearls,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Green Salad,157.0,Veg,,The quintessential onion-tomato-cucumber salad,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Mix Veg Raita,157.0,Veg,,Seasoned whipped yoghurt with onion-tomato-cucumber,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Saunf Mishri Box,12.0,Veg,,,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Sirka Onion Jar,51.0,Veg,,,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Chutney Jar,41.0,Veg,,,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Burani Raita,177.0,Veg,,,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Butter Naan,143.0,Veg,,Liberally Smothered with Butter,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Butter Roti,119.0,Veg,,Wholewheat bread smothered with butter.,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Garlic Naan,157.0,Veg,,Infused with a generous dose of chopped fresh garlic,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Lachha Parantha,143.0,Veg,,Multi-layered wholewheat bread,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Assorted Bread Basket,336.0,Veg,,"Lachha parantha, naan, tandoori roti",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Missi Roti,136.0,Veg,,"Wholewheat bread fortified with chickpea flour, carom seeds, turmeric, dry fenugreek leaves and fresh coriander",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Plain Naan,137.0,Veg,,"The classic version, delicately scented with nutty onion seeds also called kalonji.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Tandoori Roti,109.0,Veg,,Unleavened wholewheat bread,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Pudina Parantha,143.0,Veg,,"Multi layered whole wheat bread, spiked with sun dried mint",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Hari Mirch Parantha,143.0,Veg,,Multi-layered wholewheat bread with green chilli.,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Lal Mirch Parantha,143.0,Veg,,Multi-layered wholewheat bread with red chilli.,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Cheese Naan,167.0,Veg,,Topped with cheddar cheese,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Cheese Garlic Naan,177.0,Veg,,,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Coke,66.15,Veg,"Not on Pro, Not eligible for coupons",,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Sprite,66.15,Veg,"Not on Pro, Not eligible for coupons",,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Thums Up,66.15,Veg,"Not on Pro, Not eligible for coupons",,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Mineral Water,126.4,Veg,"Not on Pro, Not eligible for coupons",,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Rasmalai,203.0,Veg,,"Cotton soft, fresh cheese ""chenna"" dumplings, macerated in chilled cardamom and saffron infused milk.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Phirni,177.0,Veg,,"Silky, slow cooked semolina and milk pudding flavoured with Kashmiri saffron.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Gulab Jamun,203.0,Veg,,"Warm, delish, syrup oozing round Indian dougnuts, made with reduced milk called ""khoya"", garnished with pistachio niblets.",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Daryaganj Five Senses Delivery Box Vegetarian,3667.0,Veg,,"Any Two Appetizers, Four Mains, and Six Breads (Meal For 8-10 Pax)",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Daryaganj Five Senses Delivery Box Non-Veg,4019.0,Non-Veg,,"Any Two Appetizers, Four Mains, and Six Breads (Meal For 8-10 Pax)",Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Five senses Veg Kebab box,2599.0,Veg,,Five Appetizers (Meal For 8-10 Pax),Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Five senses Veg Curry box,2807.0,Veg,,Any Five Vegetarian Curries (Meal For 8-10 Pax),Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Five senses Non Veg Curry box,3535.0,Non-Veg,,Any Five Non Vegetarian Curries (Meal For 8-10 Pax),Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
Unknown Category,,Five senses Non Veg Kebab box,3327.0,Non-Veg,,Any Five Appetizers (Meal For 8-10 Pax),Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani
