category,subcategory,name,price,veg_status,tags,description,restaurant_name
Unknown Category,NEWLY LAUNCHED COMBOS,Cheesy Lava Taco Veg + Nachos,390.0,Veg,,"All-new Cheesy Lava Taco, a culinary innovation that combines the Crispy Chalupa Taco and classic Corn Shell Taco packed with spicy Lava Sauce, sour creamy dressing , tangy Smokey Pepper Sauce and an indulgent Cheesy loaded veg patty. Comes with free Nachos",Taco Bell
Unknown Category,MEAL MANIA,2 Crispy Potato Taco+2 Cinnamon Twists+2 Pepsi Zero,228.0,Veg,,"At 109 per person [SAVE Rs. 228] Meal includes 2 Crispy Potato Taco 2, Cinnamon Twists & 2 Pepsi Zero Sugar",Taco Bell
Unknown Category,MEAL MANIA,2 Crispy Potato Taco+1 Small Fries+1 Cinnamon Twists+2 Pepsi Zero,268.0,Veg,,"At 129 per person [SAVE Rs. 204] Meal includes 2 Crispy Potato Taco,1 Small Fries, 1 Cinnamon Twists & 2 Pepsi Zero Sugar",Taco Bell
Unknown Category,MEAL MANIA,2 Crispy Chicken Taco+1 Small Fries+1 Cinnamon Twists+2 Pepsi Zero,328.0,Non-Veg,,"At 159 per person [SAVE Rs. 204] Meal includes 2 Crispy Chicken Taco,1 Small Fries, 1 Cinnamon Twists & 2 Pepsi Zero Sugar",Taco Bell
Unknown Category,MEAL MANIA,2 Habanero Burrito Veg+2 Cinnamon Twists+2 Pepsi Zero,268.0,Veg,,"At 129 per person [SAVE Rs. 288]2 Habanero Burrito Veg ,2 Cinnamon Twists & 2 Pepsi Zero Sugar",Taco Bell
Unknown Category,MEAL MANIA,2 Value Rice Bowl Veg+2 Cinnamon Twists+2 Pepsi Zero,308.0,Veg,,"At 149 per person[SAVE Rs. 228] 2 Value Rice Bowl Veg ,2 Cinnamon Twists & 2 Pepsi Zero Sugar",Taco Bell
Unknown Category,MEAL MANIA,2 Habanero Burrito Veg+1 Small Fries+1 Cinnamon Twists+2 Pepsi Zero,308.0,Veg,,"At 149 per person [SAVE Rs. 264] 2 Habanero Burrito Veg, 1 Small Fries,1 Cinnamon Twists & 2 Pepsi Zero Sugar",Taco Bell
Unknown Category,MEAL MANIA,2 Habanero Burrito Non Veg+2 Cinnamon Twists+2 Pepsi Zero,328.0,Non-Veg,,"At 159 per person [SAVE Rs. 288] 2 Habanero Burrito Non Veg ,2 Cinnamon Twists & 2 Pepsi Zero Sugar",Taco Bell
Unknown Category,MEAL MANIA,2 Value Rice Bowl Veg+1 Small Fries+1 Cinnamon Twists+2 Pepsi Zero,348.0,Veg,,"At 169 per person [SAVE Rs. 204] 2 Value Rice Bowl Veg, 1 Small Fries,1 Cinnamon Twists &2 Pepsi Zero Sugar",Taco Bell
Unknown Category,MEAL MANIA,2 Crispy Chicken Taco+2 Cinnamon Twists+2 Pepsi Zero,288.0,Non-Veg,,"At 139 per person [SAVE Rs. 228] Meal includes 2 Crispy Chicken Taco, 2 Cinnamon Twists & 2 Pepsi Zero Sugar",Taco Bell
Unknown Category,MEAL MANIA,2 Habanero Burrito Non Veg+1Small Fries+1 Cinnamon Twists+2 Pepsi Zero,368.0,Non-Veg,,"At 179 per person [SAVE Rs. 264] 2 Habanero Burrito Non Veg, 1 Small Fries,1 Cinnamon Twists &2 Pepsi Zero Sugar",Taco Bell
Unknown Category,MEAL MANIA,2 Value Rice Bowl Non Veg+2 Cinnamon Twists+2 Pepsi Zero,368.0,Non-Veg,,"At 179 per person [SAVE Rs. 228]2 Value Rice Bowl Non Veg ,2 Cinnamon Twists & 2 Pepsi Zero Sugar",Taco Bell
Unknown Category,MEAL MANIA,2 Value Rice Bowl Non Veg+1 Small Fries+1 Cinnamon Twists+2 Pepsi Zero,408.0,Non-Veg,,"At 199 per person [SAVE Rs. 204]2 Value Rice Bowl Non Veg, 1 Small Fries,1 Cinnamon Twists &2 Pepsi Zero Sugar",Taco Bell
Unknown Category,,Big Bell Box Classic Veg,349.0,Veg,,"Meal for 1 (save up to Rs. 143) this real blockbuster meal comes with 1 veg Habanero burrito, 1 crunchy pinto bean taco topped with zesty ranch sauce, 1 Seasoned Fries, 1 cinnamon twist and 1 Beverage of choice in reusable cup.",Taco Bell
Unknown Category,,Big Bell Box Ultimate Cheese Veg,479.0,Veg,,"Save Upto 37%: Bix includes new Ultimate Cheese Crunchwrap- Veg, cheesy Quesadilla-Veg, Seasoned Nachos, Cinnamon Twist and Pepsi",Taco Bell
Unknown Category,,Big Bell Box Classic Non-Veg,399.0,Non-Veg,,"Meal for 1 (save up to Rs. 143) the real blockbuster meal comes with 1 non-veg Habanero burrito, 1 crunchy Mexican chicken taco topped with zesty ranch sauce , 1 Seasoned Fries, 1 cinnamon twist and 1 beverage of choice",Taco Bell
Unknown Category,,Big Bell Box Ultimate Cheese Non-Veg,529.0,Non-Veg,,"Save Upto 37%: Bix includes new Ultimate Cheese Crunchwrap- Non-Veg, cheesy Quesadilla-Non-Veg, Seasoned Nachos, Cinnamon Twist and Pepsi",Taco Bell
Unknown Category,,Big Bell Box Kids Veg,259.0,Veg,,"Meal for 1 (save up to Rs. 98) the real blockbuster meal comes with 1 Crispy Potato Taco, 1 Seasoned Fries, 1 cinnamon twist and 1 Mirinda in reusable cup.",Taco Bell
Unknown Category,,Big Bell Box Kids Non Veg,289.0,Non-Veg,,"Meal for 1 (save up to Rs. 98) the real blockbuster meal comes with 1 Crispy Chicken Taco, 1 Seasoned Fries, 1 cinnamon twist and 1 Mirinda in reusable cup.",Taco Bell
Unknown Category,,Big Bell Box PLUS Veg,399.0,Veg,,"Meal for 1 (save up to Rs. 158) the real blockbuster meal comes with 1 Crispy Chalupa Taco Veg, 1 Crispy Potato Wrap, 1 Cinnamon Twist, 1 Seasoned Nachos and 1 Pepsi Regular in reusable cup",Taco Bell
Unknown Category,,Big Bell Box PLUS Non Veg,459.0,Non-Veg,,"Meal for 1 (save up to Rs. 168) the real blockbuster meal comes with 1 Crispy Chalupa Taco Non-Veg, 1 Crispy Chicken Wrap, 1 Cinnamon Twist, 1 Seasoned Nachos and 1 Pepsi Regular in reusable cup.",Taco Bell
Unknown Category,,Big Bell Box All Chicken,529.0,Non-Veg,,"• BBB All Chicken: Meal for 1 (save up to Rs. 147) the real blockbuster meal comes with 1 Naked Chicken Taco, 1 Non-Veg Habanero Burrito, 1 Cinnamon Twist, Chicken Nuggets 4 Pcs. and 1 Pepsi Regular in reusable cup.",Taco Bell
Unknown Category,,Big Bell Box Cheese Overload Non-Veg,529.0,Non-Veg,,"Meal for 1 (save up to Rs. 105) the real blockbuster meal comes with 1 Cheesy Lava Taco Non-Veg, 1 Cheesy Chicken Quesadilla , 1 Cinnamon Twist, 1 Seasoned Nachos and 1 Pepsi Regular in reusable cup.",Taco Bell
Unknown Category,,Big Bell Box Cheese Overload Veg,479.0,Veg,,"Meal for 1 (save up to Rs. 147) the real blockbuster meal comes with 1 Cheesy Lava Taco Veg, 1 Cheesy Quesadilla Veg, 1 Cinnamon Twist, 1 Seasoned Nachos and 1 Pepsi Regular in reusable cup.",Taco Bell
Unknown Category,EVERYDAY VALUE MENU (STARTS AT @ 66 EACH),4 Habanero Burrito Veg @ 77 each,308.0,Veg,,(SAVE UPTO Rs. 184 )Combo of 4 Veg Habanero Burritos made of flavourful warm tortilla filled with delicious fajita veg toppings and spicy sriracha sauce,Taco Bell
Unknown Category,EVERYDAY VALUE MENU (STARTS AT @ 66 EACH),2 Crispy Potato Wrap + 2 Habanero Burrito Veg @ 75 each,300.0,Veg,,"(SAVE UPTO Rs. 102 )Combo of 2 Veg Habanero Burrito and 2 Crispy Potato Wrap,",Taco Bell
Unknown Category,EVERYDAY VALUE MENU (STARTS AT @ 66 EACH),4 Crunchy Tacos Bean @ 66 each,264.0,Veg,,"(SAVE UPTO Rs.200 )Combo of 4 delicious Crunchy Tacos filled with goodness of beans, Vegies & flavourful creamy sauces. .",Taco Bell
Unknown Category,EVERYDAY VALUE MENU (STARTS AT @ 66 EACH),4 Crispy Potato Tacos @ 66 each,264.0,Veg,,"""(SAVE UPTO Rs.40 )Combo of 4 delicious Crispy Potato Tacos filled with goodness of flavourful creamy sauces. """,Taco Bell
Unknown Category,EVERYDAY VALUE MENU (STARTS AT @ 66 EACH),2 Crunchy Taco Veg + 2 Crispy Potato Taco @ 66 each,264.0,Veg,,"""(SAVE UPTO Rs.120 )Combo of 2 Crunchy Taco Bean and 2 Crispy Potato Taco, filled with goodness of flavourful creamy sauces. """,Taco Bell
Unknown Category,EVERYDAY VALUE MENU (STARTS AT @ 66 EACH),4 Crispy Potato Wraps @ 72 each,288.0,Veg,,(SAVE UPTO Rs.20 )Combo of 4 Crispy Potato Wraps made of flavourful warm tortilla loaded with crispy potato bites and bold flavourful sauces,Taco Bell
Unknown Category,EVERYDAY VALUE MENU (STARTS AT @ 66 EACH),4 Crispy Chicken Wraps @ 103 each,412.0,Non-Veg,,(SAVE UPTO Rs.16 )Combo of 4 Crispy Chicken Wraps made of flavourful warm tortilla loaded with crispy chicken strip and bold flavourful sauces,Taco Bell
Unknown Category,EVERYDAY VALUE MENU (STARTS AT @ 66 EACH),4 Habanero Burrito Chk @ 113 each,452.0,Non-Veg,,(SAVE UPTO Rs. 140 )Combo of 4 Chicken Habanero Burritos made of flavourful warm tortilla filled with delicious fajita veg toppings and spicy sriracha sauce,Taco Bell
Unknown Category,EVERYDAY VALUE MENU (STARTS AT @ 66 EACH),4 Crunchy Wheat Tacos Chicken @ 98 each,392.0,Non-Veg,,"""(SAVE UPTO Rs.136 )Combo of 4 delicious Crunchy Tacos filled with goodness of Mexican Chicken, Veggies & flavourful creamy sauces. Upgrade options available.""",Taco Bell
Unknown Category,EVERYDAY VALUE MENU (STARTS AT @ 66 EACH),2 Crispy Chicken Wrap + 2 Habanero Burrito Chicken @ 105 each,420.0,Non-Veg,,(SAVE UPTO Rs.150) Combo of 2 Chicken Habanero Burrito and 2 Crispy Chicken Wrap,Taco Bell
Unknown Category,EVERYDAY VALUE MENU (STARTS AT @ 66 EACH),4 Crispy Chicken Tacos @ 98 each,392.0,Non-Veg,,"""(SAVE UPTO Rs.56 )Combo of 4 delicious Crispy Chicken Tacos filled with goodness of flavourful creamy sauces. """,Taco Bell
Unknown Category,EVERYDAY VALUE MENU (STARTS AT @ 66 EACH),2 Crunchy Taco Chicken + 2 Crispy Chicken Taco @ 93 each,372.0,Non-Veg,,"""(SAVE UPTO Rs.96 )Combo of 2 Crunchy Taco Mexican Chicken and 2 Crispy Chicken Taco, filled with goodness of flavourful creamy sauces. """,Taco Bell
Unknown Category,MEALS VEG,Classic Crunchwrap’ Meal - Veg,383.0,Veg,,"Meal includes 1 Hot & Cheesy Veg Crunchwrap , 1 Seasoned Fries and 1 single serve aerated Beverage of choice in reusable cup",Taco Bell
Unknown Category,MEALS VEG,7 Layer Burrito Roll Meal-Veg,440.0,Veg,,"Meal includes 1 veg 7 layer burrito, 1 Seasoned Fries and 1 Beverage of choice in reusable cup",Taco Bell
Unknown Category,MEALS VEG,Crispy Chalupa Taco Veg Meal,355.0,Veg,,"Meal includes 1 Mexican paneer Crispy Chalupa Taco, 1 Seasoned Fries and 1 Beverage of choice in reusable cup.",Taco Bell
Unknown Category,MEALS VEG,Melted Cheese Quesadilla Meal - Veg,364.0,Veg,,"Meal includes 1 Veg Melted Cheese Quesadilla , 1 Seasoned Fries and 1 Beverage of choice in reusable cup",Taco Bell
Unknown Category,MEALS VEG,Burrito Rice Bowl Meal Regular Veg (aka Mexican Biryani),359.0,Veg,,"Meal includes 1 veg Regular Rice Bowl, 1 Seasoned Fries and 1 Beverage of choice in reusable cup",Taco Bell
Unknown Category,MEALS VEG,Burrito Supreme Rice Bowl Meal Veg (aka Mexican Biryani),435.0,Veg,,"Meal includes 1 Supreme Rice Bowl Veg, 1 Seasoned Fries and 1 Beverage of choice",Taco Bell
Unknown Category,MEALS VEG,Fiery Volcano Burrito Meal - Veg,334.0,Veg,,"""This mouthwatering delight features a harmonious blend of Mexican seasoned rice, Savory Mexican paneer, seasoned fries, and a symphony of delicious habanero & Caribbean sauce all wrapped in a warm grilled tortilla that ignites the taste buds. Brace yourself for an explosion of flavour with every bite of the Fiery Volcano Burrito! Served with Pepsi and Seasoned Fries.""",Taco Bell
Unknown Category,MEALS VEG,Two Taco Meal - Veg,387.0,Veg,,"Meal includes 2 Crunchy Taco Mexican Paneer, 1 Seasoned Fries and 1 Beverage of choice in reusable cup",Taco Bell
Unknown Category,MEALS VEG,DIY Crunchy Taco Supreme Meal Veg,398.0,Veg,,"Introducing Taco Bell's DIY Taco Kit! Enjoy 2 Do It Yourself Crunchy Taco Supreme corn shells packed in a separate box and all ingredients packed separately in a container, ensuring you get the freshest, crispiest taco experience at home! Just Load Taco with fillings and you are set for a delicious treat. Meal comes with 2 Crunchy Taco Supreme, Seasoned Fries and Regular Pepsi in resusable bottle.",Taco Bell
Unknown Category,MEALS VEG,Crunchy Wheat Taco Pinto Bean + Pepsi Masala Twist,258.0,Veg,,Crunchy Taco Wheat Shell filled with Pinto Beans & Creamy Sauces + Pepsi Masala Twist – the perfect fusion of classic Pepsi fizz and a spicy desi kick!,Taco Bell
Unknown Category,MEALS VEG,Seasoned Fries + Pepsi Masala Twist,258.0,Veg,,Signature Fries Topped up with Mexican Seasoning +Pepsi Masala Twist – the perfect fusion of classic Pepsi fizz and a spicy desi kick!,Taco Bell
Unknown Category,MEALS VEG,Habanero Burrito Veg + Pepsi Masala Twist,198.0,Veg,,"Flavorful beans, Mexican Seasoned Rice, and a fiery kick of Chili Habanero Sauce. Spice up your meal with this bold and satisfying Habanero Burrito Roll +Pepsi Masala Twist – the perfect fusion of classic Pepsi fizz and a spicy desi kick!",Taco Bell
Unknown Category,MEALS VEG,7 Layer Burrito Roll - Veg + Pepsi Masala Twist,398.0,Veg,,"Grilled Soft Tortilla Filled 7 Different Incl. Fajita Veggies, Pinot Beans, Crispy Potato Bites, Mexican Seasoned Rice, Spicy Salsa, Hot Cheesy and Lava Sauce+Pepsi Masala Twist – the perfect fusion of classic Pepsi fizz and a spicy desi kick!",Taco Bell
Unknown Category,MEALS VEG,7 Layer Burrito Roll Veg +Pepsi+Molten Choco Pies,516.0,Veg,,"Grilled Soft Tortilla Filled 7 Different Incl. Fajita Veggies, Pinot Beans, Crispy Potato Bites, Mexican Seasoned Rice, Spicy Salsa, Hot Cheesy and Lava Sauce+Pepsi + Molten Choco Pies",Taco Bell
Unknown Category,MEALS VEG,Crunchy Wheat Taco Pinto Bean + Pepsi,224.0,Veg,,Crunchy Taco Wheat Shell filled with Pinto Beans & Creamy Sauces + Pepsi,Taco Bell
Unknown Category,MEALS VEG,Ultimate CheeseCrunchwrap Veg+Pepsi+ChocoPie+Fries,629.0,Veg,,"Unique star shaped wram wrap loaded with juicy Mexican paneer marinated in flavourful spices & topped with fiesta salsa, spicy lava sauce and creamy nacho cheese +Pepsi + Seasoned Fries + Molten choco pies",Taco Bell
Unknown Category,MEALS VEG,Crispy Potato Taco + Pepsi + Seasoned Fries,304.0,Veg,,"Save ₹152 on a combo of Crispy Potato Taco Filled with Crispy potato bites, drizzled with lava sauce, topped off with crisp shredded lettuce and mexican pico de galo + Pepsi + Seasoned Fries",Taco Bell
Unknown Category,MEALS VEG,Super Saver BOX,698.0,Veg,,"Massive saving of ₹349 on a combo of 1 Veg Habanero Burrito, 1 crunchy pinto bean taco topped with zesty ranch sauce, 1 seasoned fries, 1 cinnamon twist and 1 Pepsi Masala Twist",Taco Bell
Unknown Category,MEALS VEG,Crunchy Wheat Taco Pinto Bean + Pepsi + Seasoned Fries,358.0,Veg,,Save ₹179 on a combo of Crunchy Taco Wheat Shell filled with Pinto Beans & Creamy Sauces + Pepsi and Seasoned Fries.,Taco Bell
Unknown Category,MEALS NON VEG,Naked Chicken Taco Meal,310.0,Non-Veg,,"Meal Includes 1 Naked Chicken Taco, 1 Seasoned Fries and 1 beverage of choice",Taco Bell
Unknown Category,MEALS NON VEG,7 Layer Burrito Roll Meal - Non Veg,449.0,Non-Veg,,"Meal includes 1 chicken 7 layer burrito, 1 Seasoned Fries and 1 beverage of choice",Taco Bell
Unknown Category,MEALS NON VEG,Classic Crunchwrap Meal - Non Veg,413.0,Non-Veg,,"Meal includes 1 Hot & Cheesy Chicken Crunchwrap, 1 Seasoned Fries and 1 single serve aerated beverage of choice",Taco Bell
Unknown Category,MEALS NON VEG,Crispy Chalupa Taco Meal - Non Veg,375.0,Non-Veg,,"Meal includes 1 Chicken Crispy Chalupa Taco, 1 Seasoned Fries and 1 beverage of choice",Taco Bell
Unknown Category,MEALS NON VEG,Burrito Rice Bowl Meal Regular Non-Veg (aka Mexican Biryani),379.0,Non-Veg,,"Meal includes 1 chicken Regular Rice Bowl, 1 Seasoned Fries and 1 beverage of choice.",Taco Bell
Unknown Category,MEALS NON VEG,Melted Cheese Quesadilla Meal - Non Veg,384.0,Non-Veg,,"Meal includes 1 Chicken Melted Cheese Quesadilla, 1 Seasoned Fries and 1 beverage of choice .",Taco Bell
Unknown Category,MEALS NON VEG,Fiery Volcano Burrito Meal - Chicken,354.0,Non-Veg,,"""This mouthwatering delight features a harmonious blend of Mexican seasoned rice, Savory Mexican Chicken, seasoned fries, and a symphony of delicious habanero & Caribbean sauce that ignites the taste buds. Brace yourself for an explosion of flavour with every bite of the Fiery Volcano Burrito! Served with Pepsi and Seasoned fries.""",Taco Bell
Unknown Category,MEALS NON VEG,Burrito Supreme Rice Bowl Meal Non-Veg (aka Mexican Biryani),455.0,Non-Veg,,"Meal includes 1 Supreme Rice Bowl Non Veg, 1 Seasoned Fries and 1 Beverage of choice",Taco Bell
Unknown Category,MEALS NON VEG,Two Taco Meal - Non Veg,407.0,Non-Veg,,"Meal Includes 2 Crunchy Taco Mexican Chicken, 1 Seasoned Fries and 1 beverage of choice",Taco Bell
Unknown Category,MEALS NON VEG,DIY Crunchy Taco Supreme Meal Non Veg,418.0,Non-Veg,,"Introducing Taco Bell's DIY Taco Kit! Enjoy 2 Do It Yourself Crunchy Taco Supreme corn shells packed in a separate box and all ingredients packed separately in a container, ensuring you get the freshest, crispiest taco experience at home! Just Load Taco with fillings and you are set for a delicious treat.Meal comes with 2 Crunchy Taco Supreme, Seasoned Fries and Regular Pepsi in resusable bottle.",Taco Bell
Unknown Category,MEALS NON VEG,Crispy Chicken Wrap + Pepsi + Seasoned Fries,338.0,Non-Veg,,"Save ₹152 on a combo of Crispy Chicken Wrap Filled with fried chicken nuggets, drizzled with nacho cheese sauce, creamy jalapeno sauce and topped off with mexican pico de galo + Pepsi + Seasoned Fries",Taco Bell
Unknown Category,DESSERT,Cinnamon Twist,59.0,Veg,,Our crispy puffed corn twists are sprinkled with cinnamon and sugar and are seriously addictive. Can't stop at just one.,Taco Bell
Unknown Category,DESSERT,Churros & Chocolate Regular,125.0,Veg,,Churros nâ€™ Chocolate is an indulgent dessert! These delightfully soft and crispy churros dipped in chocolate Sauce will just melt in your mouth.,Taco Bell
Unknown Category,DESSERT,Taco Bell Molten Choco Pie 6 Pieces,165.0,Veg,,"Molten Choco Pies are the perfect blend of rich, gooey chocolaty flavours encased in a crispy delightful crust. With every bite, you’ll experience a heavenly explosion of molten choco flavours that is sure to leave you craving more. Whether you’re a chocolate lover or simply looking for the perfect dessert to end your meal, Molten Choco Pies are a must-try!",Taco Bell
Unknown Category,DESSERT,Taco Bell Molten Choco Pie 4 Pieces,119.0,Veg,,"Molten Choco Pies are the perfect blend of rich, gooey chocolaty flavours encased in a crispy delightful crust. With every bite, you’ll experience a heavenly explosion of molten choco flavours that is sure to leave you craving more. Whether you’re a chocolate lover or simply looking for the perfect dessert to end your meal, Molten Choco Pies are a must-try!",Taco Bell
Unknown Category,TACO & CHALUPA VEG,Crispy Chalupa Taco - Mexican paneer,215.0,Veg,BESTSELLER,"""Crunchy? Chewy? Both. A crunchy and chewy flatbread filled with Mexican paneer, creamy habanero sauce, crisp shredded lettuce, fajita veggies & pico de galo. KCAL - 476.8""",Taco Bell
Unknown Category,TACO & CHALUPA VEG,Cheesy Lava Taco (BurgerKiller) Veg Overload,275.0,Veg,,"All-new Chalupa Taco, a culinary innovation that combines the Crispy Chalupa Taco and classic Corn Shell Taco packed with spicy Lava Sauce, sour creamy dressing , tangy Pepper Bar-be-que Sauce and explosion of flavours loaded with Molten Cheese filled Veg Patty. KCAL - 891.6",Taco Bell
Unknown Category,TACO & CHALUPA VEG,DIY Crunchy Taco Supreme Veg,258.0,Veg,,"Introducing Taco Bell's DIY Taco Kit! Enjoy 2 Do It Yourself Crunchy Taco Supreme corn shells packed in a separate box and all ingredients packed separately in a container, ensuring you get the freshest, crispiest taco experience at home! Just Load Taco with fillings and you are set for a delicious treat.",Taco Bell
Unknown Category,TACO & CHALUPA NON VEG,Naked Chicken Taco,270.0,Non-Veg,BESTSELLER,"""A taco made entirely out of chicken! It is a juicy and crispy chicken taco filled with zesty Harrisa sauce, crisp shredded lettuce and tangy salsa. 478.1""",Taco Bell
Unknown Category,TACO & CHALUPA NON VEG,Crispy Chalupa Taco (Non Veg),235.0,Non-Veg,,"""Crispy? Chewy? Why not both? Chalupa is a crispy and chewy flatbread filled with chipotle chicken, creamy jalapeno sauce, crisp shredded lettuce and pico de galo. 444.9""",Taco Bell
Unknown Category,TACO & CHALUPA NON VEG,Cheesy Lava Taco (BurgerKiller) Non-Veg Overload,285.0,Non-Veg,,"All-new Chalupa Taco, a culinary innovation that combines the Crispy Chalupa Taco and classic Corn Shell Taco packed with spicy Lava Sauce, sour creamy dressing , tangy Pepper Bar-be-que Sauce and explosion of flavours loaded with Molten Cheese filled Non Veg Patty. KCAL - 912.2",Taco Bell
Unknown Category,TACO & CHALUPA NON VEG,DIY Crunchy Taco Supreme Non Veg,278.0,Non-Veg,,"Introducing Taco Bell's DIY Taco Kit! Enjoy 2 Do It Yourself Crunchy Taco Supreme corn shells packed in a separate box and all ingredients packed separately in a container, ensuring you get the freshest, crispiest taco experience at home! Just Load Taco with fillings and you are set for a delicious treat.",Taco Bell
Unknown Category,CRUNCHY TACOS VEG,Crunchy Wheat Taco Pinto Bean,139.0,Veg,BESTSELLER,"""Delicious Crunchy Taco Wheat Shell filled with goodness of pinto beans & flavourful creamy sauces. KCAL - 255.5""",Taco Bell
Unknown Category,CRUNCHY TACOS NON VEG,Crunchy Wheat Taco Mexican Chicken,139.0,Non-Veg,,"""Delicious Crunchy Taco shell filled with goodness of Mexican Chicken & flavourful creamy sauces. KCAL - 277.4""",Taco Bell
Unknown Category,SOFT TACOS VEG,Soft Taco Grilled Shell Mexican Paneer,129.0,Veg,,"""Grilled Soft tortilla filled with goodness of Mexican Paneer & flavourful creamy sauces. KCAL - 257.0""",Taco Bell
Unknown Category,CRAVINGS VALUE MENU VEG,Cheese Quesadilla Veg,109.0,Veg,,"""Cheese quesadilla is a cheese lovers delight! It has hot cheesy sauce, creamy jalapeno sauce and is filled with Mozrella cheese. KCAL - 253.0""",Taco Bell
Unknown Category,CRAVINGS VALUE MENU VEG,Crispy Potato Wrap,85.0,Veg,,"""Crispy Potato Wrap is an absolute must have! This wrap is filled with crispy potato bites, drizzled with hot cheesy sauce, creamy jalapeno sauce and topped with Mexican pico de galo. KCAL - 283.5""",Taco Bell
Unknown Category,CRAVINGS VALUE MENU VEG,Crispy Potato Taco,85.0,Veg,,"""Crispy Potato Taco is a taco filled with crispy potato bites, drizzled with lava sauce,topped with crisp shredded lettuce and Mexican pico de galo. KCAL - 237.5""",Taco Bell
Unknown Category,CRAVINGS VALUE MENU NON VEG,Soft Crispy Chicken Taco,119.0,Non-Veg,BESTSELLER,"""Soft Crispy Chicken Taco is a taco filled with fried chicken nuggets, drizzled with lava sauce, topped with crisp shredded lettuce and Mexican pico de galo. KCAL - 287.54""",Taco Bell
Unknown Category,CRAVINGS VALUE MENU NON VEG,Cheesy Chicken Quesadilla,129.0,Non-Veg,,"""Cheesy Chicken Quesadilla is a cheese & chicken lovers delight! Layered with chipotle chicken, it has the hot cheesy sauce, a creamy harrisa sauce and is filled with Mozrella cheese. KCAL - 254.3""",Taco Bell
Unknown Category,CRAVINGS VALUE MENU NON VEG,Crispy Chicken Wrap,119.0,Non-Veg,,"""Crispy Chicken Wrap is an absolute must have! This wrap is filled with fried chicken nuggets, drizzled with nacho cheese sauce, creamy jalapeno sauce and topped off with Mexican pico de galo. KCAL - 292.1""",Taco Bell
