category,subcategory,name,price,veg_status,tags,description,restaurant_name
Unknown Category,"INDIAN RICE BOWLS, THALI'S & MEALS",Buttery Tomato Paneer Masala Meal,740,Veg,,"Paneer cooked in a creamy, buttery tomato sauce, served with jalape",Cafe Delhi Heights
Unknown Category,"INDIAN RICE BOWLS, THALI'S & MEALS",Mom'S Buttered Chicken Tikka Masala Meal,760,Non-Veg,,"Classic butter chicken tikka masala, served with jalape",Cafe Delhi Heights
Unknown Category,"INDIAN RICE BOWLS, THALI'S & MEALS",Captain Chicken Curry Meal,760,Non-Veg,,"Hearty chicken curry, served with jalape",Cafe Delhi Heights
Unknown Category,"INDIAN RICE BOWLS, THALI'S & MEALS",Rajasthani Lal Maas Meal,850,Non-Veg,,"A fiery Rajasthani lamb curry, served with bajra roti and masala chaas.",Cafe Delhi Heights
Unknown Category,"INDIAN RICE BOWLS, THALI'S & MEALS",Signature Rogan Josh Meal,850,Non-Veg,,Rich mutton curry served with jalape,Cafe Delhi Heights
Unknown Category,MEXICAN SPECIALS,Burritos Vegetables,465,Veg,,"Savor the deliciousness of burritos, filled with savory vegetables wrapped in soft tortillas, creating a perfect marriage of hearty ingredients & vibrant flavors.",Cafe Delhi Heights
Unknown Category,MEXICAN SPECIALS,Enchiladas Vegetables,465,Veg,,"Indulge in the savory allure of enchiladas, featuring wholesome vegetables. These rolled tortillas are generously filled, then smothered in a flavorful sauce & baked to perfection.",Cafe Delhi Heights
Unknown Category,MEXICAN SPECIALS,Burritos Chicken,565,Non-Veg,,"Savor the deliciousness of burritos, filled with seasoned chicken wrapped in soft tortillas, creating a perfect marriage of hearty ingredients & vibrant flavors.",Cafe Delhi Heights
Unknown Category,MEXICAN SPECIALS,Enchiladas Chicken,565,Non-Veg,,"Indulge in the savory allure of enchiladas, featuring succulent chicken. These rolled tortillas are generously filled, then smothered in a flavorful sauce & baked to perfection.",Cafe Delhi Heights
Unknown Category,ASIAN SPECIALS,Singaporean Chilli Cottage Tofu,450,Veg,,"Elevate your taste experience with tofu, flavourful chilli and your choice of rice.",Cafe Delhi Heights
Unknown Category,ASIAN SPECIALS,"Spinach, Baby Corn & Mushroom With Hot Basil Sauce",450,Veg,,"Delight in the earthy symphony of spinach, mushroom & baby corn, with your choice of rice",Cafe Delhi Heights
Unknown Category,ASIAN SPECIALS,Stir Fried Exotic Vegetable,450,Veg,,"A tantalizing blend of colorful, diverse vegetables expertly stir-fried to perfection with your choice of rice",Cafe Delhi Heights
Unknown Category,ASIAN SPECIALS,Cafe Delhi Heights Special Khao Suey,535,Veg,,"Delicately spiced coconut curry, served with spaghetti noodle pasta.",Cafe Delhi Heights
Unknown Category,ASIAN SPECIALS,Spicy Thai Basil Sliced Chicken,575,Non-Veg,,"Delight in the savory simplicity of Thai seasoned sliced chicken with fragrant herbs, & spices with your choice of rice",Cafe Delhi Heights
Unknown Category,ASIAN SPECIALS,Green Curry Famous Thai Curry,590,Veg,,A fragrant green Thai curry served with steamed rice & cucumber kimchi vegetables.,Cafe Delhi Heights
Unknown Category,ASIAN SPECIALS,Stir Fried Lamb With Chilli Bean,605,Non-Veg,,"Indulge in the bold & savory delight of stir-fried tender lamb with fresh chillies symphony of tender lamb stir-fried to perfection with vibrant, & fresh chillies",Cafe Delhi Heights
Unknown Category,ASIAN SPECIALS,Chicken Red Curry Famous Thai Curry,635,Non-Veg,,Served with steamed rice & cucumber kimchi vegetables.,Cafe Delhi Heights
Unknown Category,ASIAN SPECIALS,Spicy Thai Basil Sliced Fish,670,Non-Veg,,"Delight in the savory simplicity of Thai seasoned sliced fish with fragrant herbs, & spices with your choice of rice.",Cafe Delhi Heights
Unknown Category,ASIAN SPECIALS,Diced Chicken Meal Bowl,730,Non-Veg,,"Stir-fried diced chicken with your choice of Fried Rice, Red Rice, or Quinoa, and sauces like Two Pepper, White Garlic, Hot Garlic, Schezwan Garlic, or Chilli Bean",Cafe Delhi Heights
Unknown Category,NOODLE,Plain Veg Hakka Noodles,385,Veg,,Classic Veg Hakka noodles.,Cafe Delhi Heights
Unknown Category,NOODLE,Veg Chilli Garlic Hakka Noodles,385,Veg,,"Veg Hakka noodles infused with spicy chili and garlic, perfect for a fiery taste.",Cafe Delhi Heights
Unknown Category,NOODLE,Plain Chicken Hakka Noodles,430,Non-Veg,,Classic Veg Hakka noodles with egg and juicy boneless chicken pieces.,Cafe Delhi Heights
Unknown Category,NOODLE,Chilli Garlic Chicken Hakka Noodles,430,Non-Veg,,Chicken Hakka noodles with a zesty twist of chili and garlic for extra spice.,Cafe Delhi Heights
Unknown Category,NOODLE,Veg Pan Fried Noodles With Chilli Bean,565,Veg,BESTSELLER,"Crispy pan-fried noodles with teppanyaki vegetables, tossed in a tangy chili bean sauce.",Cafe Delhi Heights
Unknown Category,NOODLE,Chicken Pan Fried Noodles With Chilli Bean,615,Non-Veg,,Crispy noodles topped with grilled chicken and a tangy chili bean sauce.,Cafe Delhi Heights
Unknown Category,INDIAN,Tandoori Mushrooms,530,Veg,,Marinated mushrooms grilled to smoky perfection in a tandoor.,Cafe Delhi Heights
Unknown Category,INDIAN,Pan Grilled Mixed Veggie Kebab With Mint Garlic Chutney,545,Veg,,"Succulent veggie kebabs [5 pieces] served with zesty mint garlic chutney, baby lachha, coriander green, and lachha onion.",Cafe Delhi Heights
Unknown Category,INDIAN,Tawa Fry Assortment Of Vegetables,555,Veg,,Grilled vegetables infused with Indian spices and a blend of fresh herbs.,Cafe Delhi Heights
Unknown Category,INDIAN,Tawa Masala Paneer Tikka,565,Veg,,"Paneer cubes [6 pieces] marinated in tangy spices, grilled on a tawa for that authentic flavor.",Cafe Delhi Heights
Unknown Category,INDIAN,Tandoor Roasted Chicken [Half],565,Non-Veg,,"Half chicken marinated in yogurt and spices, roasted to perfection in a clay oven.",Cafe Delhi Heights
Unknown Category,INDIAN,Achari Paneer Tikka,565,Veg,,Paneer chunks [6 pieces] marinated in a spicy achari masala and cooked to a juicy finish.,Cafe Delhi Heights
Unknown Category,INDIAN,Chicken Tikka With Kashmiri Lal Mirch,615,Non-Veg,,"Juicy boneless chicken pieces marinated in yogurt and Kashmiri red chili spices, cooked to perfection in a clay oven. [6 pieces]",Cafe Delhi Heights
Unknown Category,INDIAN,Galouti Kebab,620,Non-Veg,,"A melt-in-the-mouth Lakhnawi delicacy, spiced to perfection and crafted with our utmost effort to match the original as closely as possible.[5 pieces]",Cafe Delhi Heights
Unknown Category,INDIAN,Tawa Masala Mutton Seekh Kebab,620,Non-Veg,,"Flavorful mutton seekh kebabs cooked on a tawa, spiced with aromatic Indian flavors. [6 pieces]",Cafe Delhi Heights
Unknown Category,INDIAN,Fish Tikka With Kashmiri Lal Mirch,825,Non-Veg,,Spicy and smoky fish tikka marinated in Kashmiri red chili and cooked to perfection. [6 pieces],Cafe Delhi Heights
Unknown Category,CONTINENTIAL,Mushroom Bruschetta,430,Veg,,French bread topped with saut,Cafe Delhi Heights
Unknown Category,CONTINENTIAL,Hot Garlic Chicken Wings,485,Non-Veg,,Lightly fried chicken wings coated in a spicy hot garlic glaze. [6 pieces],Cafe Delhi Heights
Unknown Category,CONTINENTIAL,Baked Mushroom Caps,495,Veg,,Baked Parmesan-loaded mushroom caps served with a creamy garlic aioli.,Cafe Delhi Heights
Unknown Category,CONTINENTIAL,2 Cheese And Potato Croquettes,495,Veg,,"Crispy crumbed rolls [6 pieces] filled with cheese, potato mash, and jalape",Cafe Delhi Heights
Unknown Category,CONTINENTIAL,Country Style Cottage Cheese Chilli,500,Veg,,"Spicy, stir-fried cottage cheese chunks with peppers and onions in a tangy sauce.",Cafe Delhi Heights
Unknown Category,CONTINENTIAL,Grilled Sausages,515,Non-Veg,,Perfectly grilled sausages with a hint of herbs and spices. [5 pieces],Cafe Delhi Heights
Unknown Category,CONTINENTIAL,Grilled Chicken Shish Taouk,565,Non-Veg,,"Tender chicken marinated in Mediterranean spices and herbs, grilled to juicy perfection. [5 pieces]",Cafe Delhi Heights
Unknown Category,CONTINENTIAL,Barbeque Chicken Finger With Romesco,565,Non-Veg,,Smoky BBQ chicken fingers paired with a tangy Romesco dipping sauce.,Cafe Delhi Heights
Unknown Category,CONTINENTIAL,Bang Bang Chicken 65,570,Non-Veg,,"A Tamil Nadu classic with marinated chicken tossed in a fiery blend of red chilies, curry leaves, and mustard seeds.",Cafe Delhi Heights
Unknown Category,CONTINENTIAL,Fried Crispy Chicken With Chillies,615,Non-Veg,,"Crispy sliced chicken breast marinated in a blend of chilies, ginger, garlic, and red chili paste.",Cafe Delhi Heights
Unknown Category,CONTINENTIAL,Monster Chicken Lollipop,620,Non-Veg,,Chicken Lollipops [4 pieces] flavored with different spices that blend together & give A lip smacking conventional dish.,Cafe Delhi Heights
Unknown Category,CONTINENTIAL,Crumbed Fish Fingers,795,Non-Veg,,Golden crumbed fish fingers served with tartar sauce and home fries.,Cafe Delhi Heights
Unknown Category,CONTINENTIAL,Chilli Garlic Prawns,795,Non-Veg,,"Juicy prawns stir-fried in a sweet, spicy, and garlicky sauce with Soy Chilli marination.",Cafe Delhi Heights
Unknown Category,PLATTERS,Ultimate Chips & Dips,610,Veg,,"A medley of crispy potato wedges, masala fries, chips, and french fries served with sour cream, guacamole, and salsa.",Cafe Delhi Heights
Unknown Category,PLATTERS,Le Mezze Labanese Platter,735,Veg,,"A vibrant spread of falafel, marinated olives, tabbouleh, crispy pita, classic hummus, tzatziki, and pickled salad.",Cafe Delhi Heights
Unknown Category,PLATTERS,Exotic Vegetables Treasure,810,Veg,,"A delightful mix of famous falafel, cheese & potato croquettes, baked mushroom caps, and a refreshing house salad.",Cafe Delhi Heights
Unknown Category,PLATTERS,Tandoor Grilled Veg Platter,830,Veg,,"A tandoor-grilled assortment of mushrooms, pineapple, potatoes, broccoli, and paneer tikka [4 pieces each]",Cafe Delhi Heights
Unknown Category,MEXICAN,Tomato Bruschetta,410,Veg,,Crunchy bruschetta [5 pieces] topped with a fresh tomato and basil mix.,Cafe Delhi Heights
Unknown Category,MEXICAN,Chicken & Cheese Bruschetta,470,Non-Veg,,"French bread topped with succulent chicken, melted cheese, and fresh herbs. [5 pieces]",Cafe Delhi Heights
Unknown Category,MEXICAN,Nachos Grande,565,Veg,,"Crispy nachos loaded with melted cheese, served with sour cream, salsa, and guacamole.",Cafe Delhi Heights
Unknown Category,MEXICAN,Herbed Hummus With Falafel,570,Veg,,"A trio of olive, beetroot, and pesto hummus paired with crispy falafel [4 pieces] and pita.",Cafe Delhi Heights
Unknown Category,BURGERS,Delhi Burger,575,Veg,,"Reminiscent of streets of Delhi, the base of the burger bun is deep fried to make this yummy treat.",Cafe Delhi Heights
Unknown Category,BURGERS,Open Chicken Burger,680,Non-Veg,,"An open-faced burger topped with tender chicken chunks, melted cheddar, capsicum and jalape",Cafe Delhi Heights
Unknown Category,BURGERS,Moist Grilled Chicken Burger,680,Non-Veg,,"A juicy grilled chicken patty topped with handcrafted mushroom sauce, nestled in a fresh bun.",Cafe Delhi Heights
Unknown Category,BURGERS,Juicy Lucy Burger,685,Non-Veg,BESTSELLER,"A succulent 250 gm lamb patty, seasoned with our in-house rubs and spices, stuffed with molten cheese and jalape",Cafe Delhi Heights
Unknown Category,SANDWICHES & DOGS,Chicken Hot Dog,495,Non-Veg,,"Juicy chicken saussages topped with choucroute, mayonnaise, and a side of salad and home fries.",Cafe Delhi Heights
Unknown Category,SANDWICHES,Mixed Veggie Multi Grain Pesto Grilled Panini,410,Veg,,"A wholesome mix of fresh veggies with vibrant pesto, grilled on multigrain bread, paired with home fries.",Cafe Delhi Heights
Unknown Category,SANDWICHES,Smoked Chicken & Basil Pesto Grilled Panini,470,Non-Veg,,Served with home fries.,Cafe Delhi Heights
Unknown Category,SANDWICHES,Herbed Vegetables Club Sandwich,500,Veg,,"Layers of herbed vegetables stacked between soft slices, served with a side of home fries.",Cafe Delhi Heights
Unknown Category,SANDWICHES,Sauteed Chicken Club Sandwich,575,Non-Veg,,Served with home fries.,Cafe Delhi Heights
Unknown Category,SANDWICHES,Chicken & Bacon Club Sandwich,655,Non-Veg,,"A hearty sandwich featuring juicy chicken, crispy bacon, and fresh veggies, served with home fries.",Cafe Delhi Heights
Unknown Category,,Palak Paneer Gilli Biryani,570,Veg,,"Our version of traditional biryani, slow-cooked with aromatic spices, finished with crispy brown onions, and served with caper raita.",Cafe Delhi Heights
Unknown Category,,Veg Cafe Delhi Heights Tawa Biryani,585,Veg,,"A unique take on biryani cooked on a tawa, infused with rich Indian spices and fresh vegetables.",Cafe Delhi Heights
Unknown Category,,Buttered Chicken Gilli Biryani,730,Non-Veg,,"Our version of traditional biryani, slow-cooked with aromatic spices, finished with crispy brown onions, and served with caper raita.",Cafe Delhi Heights
Unknown Category,,Chicken Cafe Delhi Heights Tawa Biryani,720,Non-Veg,,"Tender chicken pieces cooked with biryani rice on a tawa, creating a flavorful, crispy rice dish.",Cafe Delhi Heights
Unknown Category,,Lamb Cafe Delhi Heights Tawa Biryani,730,Non-Veg,,"Juicy lamb chunks cooked with biryani rice on a tawa, offering a delightful mix of textures and flavors.",Cafe Delhi Heights
Unknown Category,,Lal Maas Gilli Biryani,760,Non-Veg,,"Our version of lamb biryani, slow-cooked with aromatic spices, tender pieces of lamb, finished with crispy brown onions, and served with caper raita",Cafe Delhi Heights
Unknown Category,SOUPS,Home Style Tomato Soup,275,Veg,,"Velvety, chef's favourite tomato l soup made from pure, fresh tomatoes & basil.",Cafe Delhi Heights
Unknown Category,SOUPS,Chinese Hot N Sour Soup,325,Veg,,Our homemade delicacy the way it should be warm & loads of tasty treat,Cafe Delhi Heights
Unknown Category,SOUPS,Minestrone Soup,325,Veg,BESTSELLER,"A hearty, wholesome vegetable soup packed with nutrients and flavor.",Cafe Delhi Heights
Unknown Category,SOUPS,Forest Mushroom Cappuccino Soup,345,Veg,,"A luxurious wild mushroom soup, rich in earthy flavors.",Cafe Delhi Heights
Unknown Category,SOUPS,Himalayan Thukpa,470,Veg,,"A warm and comforting noodle soup, filled with vibrant vegetables.",Cafe Delhi Heights
Unknown Category,SALADS,The Famous Caesar Salad,495,Veg,,"A refreshing Caesar Salad with cherry tomatoes, iceberg lettuce, sundried tomatoes, brocolli, and Grana Padano cheese, drizzled with Caesar dressing and pesto-infused bread croutons.",Cafe Delhi Heights
Unknown Category,SALADS,Greek Salad,485,Veg,,"Fresh cucumber, tomatoes, trio bell peppers, crumbled feta, red onions, green & black olives & lemon vinaigrette. ",Cafe Delhi Heights
Unknown Category,SALADS,Roasted Beetroot Salad,505,Veg,,"Walnut, rocket leaves, caramelized almonds, goat cheese and burrata honey dressing.",Cafe Delhi Heights
Unknown Category,SALADS,Buckwheat And Quinoa Salad,505,Veg,,"Buckwheat and Quinoa, with bell peppers, cucumber, kidney beans and onion, with lemon vinaigerette dressing.",Cafe Delhi Heights
Unknown Category,SALADS,Panzanella Salad,555,Veg,,Warm Salad Of Italian Foccacia Bread & Grilled Vegetables.,Cafe Delhi Heights
Unknown Category,SALADS,Chef'S Italian Chicken Salad,615,Non-Veg,,"A classic combination of caesar dressing with British chicken, roasted red peppers, cherry tomatoes, cucumber & olives, finished with a pot of french dressing.",Cafe Delhi Heights
Unknown Category,EGG SPECIALSS,Chicken & Cheese Omelette [3 Eggs],385,Non-Veg,,"[3 eggs] A fluffy chicken and cheese omelette, served with hearty brown bread toast, roasted tomatoes, and grilled vegetables.",Cafe Delhi Heights
Unknown Category,EGG SPECIALSS,Spinach & Mushroom Eggs Benedict Our Way,495,Non-Veg,,"Poached eggs, creamy spinach, and saut",Cafe Delhi Heights
Unknown Category,EGG SPECIALSS,Smoked Chicken & Cheese Eggs Benedict Our Way,570,Non-Veg,,"A delicious combination of poached eggs, smoked chicken, and cheese with hollandaise sauce over a crunchy croissant.",Cafe Delhi Heights
Unknown Category,EGG SPECIALSS,Ham Sausdage Eggs Benedict Our Way,615,Non-Veg,,Poached eggs topped with rich hollandaise and melted cheddar on a buttery croissant.,Cafe Delhi Heights
Unknown Category,HEALTHY EATS,Quinoa Poha,410,Veg,,"A nutritious twist on traditional poha made with quinoa, vegetables, and aromatic spices.",Cafe Delhi Heights
Unknown Category,HEALTHY EATS,Grilled Chicken Breast Grilled Panini,470,Non-Veg,,Served with home fries.,Cafe Delhi Heights
Unknown Category,HEALTHY EATS,Grilled Chicken Breast,545,Non-Veg,BESTSELLER,"Tender grilled chicken breast (single or double), served with garlic mashed potatoes and grilled vegetables, available with Red Wine Jus, Crushed Black Pepper, Rosemary Mushroom Sauce, Smoked BBQ, or Schezwan Garlic.",Cafe Delhi Heights
Unknown Category,HEALTHY EATS,Cottage Cheese Steak,710,Non-Veg,,"Grilled cottage cheese steak served with garlic mashed potatoes and vegetables, with sauces like Red Wine Jus, Crushed Black Pepper, Rosemary Mushroom Sauce, Smoked BBQ, or Schezwan Garlic.",Cafe Delhi Heights
Unknown Category,HEALTHY BOWLS,Vegetables Khichdi,490,Veg,,"A comforting blend of Indian lentils, Italian arborio rice, fresh herbs, and rustic spices, perfect for a nourishing meal.",Cafe Delhi Heights
Unknown Category,HEALTHY BOWLS,Chicken Khichdi,560,Non-Veg,,"Indian lentils, Italian arborio rice, fresh Indian herbs & rustic spice seasoning.",Cafe Delhi Heights
Unknown Category,HEALTHY BOWLS,Wok Seared Cottage Cheese Meal Bowl,680,Veg,,"Seared cottage cheese served with your choice of Fried Rice, Red Rice, or Quinoa, and sauces like Two Pepper, White Garlic, Hot Garlic, Schezwan Garlic, or Chilli Bean.",Cafe Delhi Heights
